1	348.005719076581
2	606.414753968261
3	875.600217824854
4	1155.94286446711
5	1447.83069044647
6	1751.65847158529
7	2067.82722951434
8	2396.74362369627
9	2738.8192644367
10	3094.46994244296
11	3464.11477060263
12	3848.17523382546
13	4247.07414303012
14	4661.23448966919
15	5091.07819757848
16	5537.02476941697
17	5999.48982553873
18	6478.88353381372
19	6975.60892969574
20	7490.06012672828
21	8022.62041868501
22	8573.66027566344
23	9143.53523768809
24	9732.58371073021
25	10341.1246715115
26	10969.455289021
27	11617.8484723277
28	12286.5503560013
29	12975.7777362463
30	13685.7154726834
31	14416.5138725603
32	15168.286076002
33	15941.1054627015
34	16735.0031021512
35	17549.9652711043
36	18385.9310633751
37	19242.7901183067
38	20120.3804952067
39	21018.486721726
40	21936.8380445025
41	22875.1069103547
42	23832.907705869
43	24809.795782334
44	25805.2667916187
45	26818.7563567528
46	27849.640098632
47	28897.2340374541
48	29960.7953841952
49	31039.5237336991
50	32132.562666807
51	33239.0017644579
52	34357.8790319006
53	35488.183726162
54	36628.8595747822
55	37778.8083686683
56	38936.8939068129
57	40101.9462656935
58	41272.7663614983
59	42448.1307690306
60	43626.7967573052
61	44807.50749857
62	45988.9974048239
63	47169.9975439317
64	48349.2410861984
65	49525.4687317887
66	50697.4340696785
67	51863.9088198896
68	53023.6879125682
69	54175.5943599732
70	55318.4838805908
71	56451.2492383053
72	57572.8242637581
73	58682.1875296161
74	59778.3656563555
75	60860.4362302349
76	61927.5303202947
77	62978.834586362
78	64013.5929750779
79	65031.1080058091
80	66030.7416528737
81	67011.9158347404
82	67974.1125246995
83	68916.8735008975
84	69839.7997565591
85	70742.5505936656
86	71624.8424253098
87	72486.4473134132
88	73327.1912694863
89	74146.9523466539
90	74945.6585512932
91	75723.2856023699
92	76479.8545659541
93	77215.4293914891
94	77930.1143752221
95	78624.0515748218
96	79297.418197662
97	79950.4239835651
98	80583.3086010309
99	81196.3390741521
100	81789.8072555716
101	82364.0273590005
102	82919.333563016
103	83456.0776961066
104	83974.6270112671
105	84475.3620568553
106	84958.6746489438
107	85424.9659490196
108	85874.6446496236
109	86308.1252693713
110	86725.8265577662
111	87128.1700092966
112	87515.5784855022
113	87888.4749429967
114	88247.2812648354
115	88592.4171921149
116	88924.2993522823
117	89243.3403802967
118	89549.9481285385
119	89844.5249611683
120	90127.4671285201
121	90399.1642170356
122	90659.9986702309
123	90910.3453762001
124	91150.5713172197
125	91381.0352770999
126	91602.0876020415
127	91814.0700108889
128	92017.3154508141
129	92212.1479946343
130	92398.8827761291
131	92577.8259599065
132	92749.2747425441
133	92913.5173819172
134	93070.833251808
135	93221.4929190715
136	93365.7582408111
137	93503.8824791921
138	93636.1104316887
139	93762.6785747239
140	93883.8152188179
141	93999.7406735091
142	94110.6674204559
143	94216.8002932616
144	94318.336662691
145	94415.4666260705
146	94508.3731997744
147	94597.2325138052
148	94682.2140075768
149	94763.4806261007
150	94841.1890158578
151	94915.4897197231
152	94986.5273703785
153	95054.4408817205
154	95119.3636378274
155	95181.423679113
156	95240.7438853394
157	95297.4421552168
158	95351.6315823529
159	95403.4206273626
160	95452.9132859774
161	95500.2092530307
162	95545.4040822221
163	95588.5893415911
164	95629.8527646534
165	95669.2783971742
166	95706.9467395713
167	95742.9348849582
168	95777.3166528509
169	95810.162718575
170	95841.5407384215
171	95871.5154706098
172	95900.1488921226
173	95927.5003114863
174	95953.6264775778
175	95978.5816845385
176	96002.4178728877
177	96025.184726924
178	96046.9297685102
179	96067.6984473374
180	96087.5342277663
181	96106.4786723423
182	96124.5715220848
183	96141.8507736479
184	96158.3527534504
185	96174.1121888734
186	96189.1622766205
187	96203.5347483369
188	96217.2599335798
189	96230.366820232
190	96242.8831124504
191	96254.835286236
192	96266.248642712
193	96277.1473591952
194	96287.5545381414
195	96297.4922540458
196	96306.9815983758
197	96316.0427226106
198	96324.6948794636
199	96332.9564623546
200	96340.8450432044
201	96348.3774086163
202	96355.5695945087
203	96362.436919262
204	96368.99401544
205	96375.2548601422
206	96381.2328040446
207	96386.9405991822
208	96392.3904255255
209	96397.5939164002
210	96402.5621827996
211	96407.3058366352
212	96411.8350129697
213	96416.1593912769
214	96420.2882157676
215	96424.2303148233
216	96427.9941195737
217	96431.5876816559
218	96435.01869019
219	96438.2944880049
220	96441.4220871457
221	96444.4081836953
222	96447.2591719384
223	96449.9811578973
224	96452.5799722664
225	96455.0611827718
226	96457.4301059809
227	96459.691818586
228	96461.8511681854
229	96463.9127835833
230	96465.8810846302
231	96467.7602916236
232	96469.554434289
233	96471.267360359
234	96472.9027437681
235	96474.4640924815
236	96475.9547559727
237	96477.377932366
238	96478.7366752586
239	96480.0339002369
240	96481.2723911005
241	96482.4548058061
242	96483.5836821452
243	96484.661443166
244	96485.6904023521
245	96486.6727685679
246	96487.6106507818
247	96488.5060625767
